"AnnoRilevamento";"DenominazioneAtl";"Provincia";"Comune";"Cap";"AltitudineComune";"DenominazioneStruttura";"Indirizzo";"NroCivico";"AltitudineStruttura";"Telefono";"Fax";"EMail";"SitoWeb";"Qualifica";"MarchiDiQualitecolabelEuropeo";"AccessoAllaStrutturaubicazionecitt";"AccessoAllaStrutturafuoriCitt";"DistanzetempoAPiediPerRaggiungereIlParcheggio";"DistanzeparcheggioEsternoM";"DistanzeimpRisalitaM";"DistanzestazioneFerroviariaKm";"DistanzecomuneStazioneFerroviaria";"DistanzenomeStazioneFerroviaria";"DistanzecaselloAutostradaKm";"Distanzeautostrada";"Distanzecasello";"DistanzeaereoportoKm";"Distanzeaereoporto";"AccessibilitDiversamenteAbiliidoneitDivAbili";"AccessibilitDiversamenteAbilinrCamereConBagno";"AccessibilitDiversamenteAbilinrPostiAuto";"AccessibilitDiversamenteAbilinrServiziIgenici";"AccessibilitDiversamenteAbilinrDocceCalde";"LingueParlateinglese";"LingueParlatefrancese";"LingueParlatetedesco";"LingueParlatespagnolo";"LingueParlateportoghese";"CapacitRicettivacamereDaLetto";"CapacitRicettivacamerate";"CapacitRicettivabagni";"CapacitRicettivapostiLetto";"CapacitRicettivawc";"CapacitRicettivalavabi";"CapacitRicettivadocce";"AltreCaratteristicheEServiziospitalitaccetGruppi";"AltreCaratteristicheEServizistudenti";"AltreCaratteristicheEServizianimaliDomesticinonAmmessi";"AltreCaratteristicheEServiziammAlGuinzaglio";"AnnoPrezzi";"PrezziGiornalieriPerCamerastagioneUnicasingolaMin";"PrezziGiornalieriPerCamerasingolaMax";"PrezziGiornalieriPerCameradoppiaMin";"PrezziGiornalieriPerCameradoppiaMax";"PrezziGiornalieriPerCameratriplaMin";"PrezziGiornalieriPerCameratriplaMax";"PrezziGiornalieriPerCamera4LettiMin";"PrezziGiornalieriPerCamera4LettiMax";"PrezziGiornalieriPerPersonastagioneUnicacamerateMin";"PrezziGiornalieriPerPersonacamerateMax";"PrezziGiornalieriPerPersonamezzaPensioneMin";"PrezziGiornalieriPerPersonamezzaPensioneMax";"PrezziGiornalieriPerPersonapensioneCompletaMin";"PrezziGiornalieriPerPersonapensioneCompletaMax";"PrimaColazionenonPrevista";"PrimaColazionecompresa";"PrimaColazioneprezziitalianaMin";"PrimaColazioneitalianaMax";"RistorazionesoloOspiti";"RistorazioneancheClientelaEsterna";"RistorazionenumeroCoperti";"RistorazionepiattoUnico";"RistorazionecucinaCeliaca";"RistorazionemenFisso";"RistorazioneconSpecialitPiemontesi";"RistorazionecucinaVegetariana";"ScontiEPromozionigruppiOrganizzati";"ScontiEPromozionibambini";"ScontiEPromozioniguide";"ScontiEPromozionisettimaneBiancheVerdi";"ScontiEPromozionisociAssociazioni";"ModalitDiPagamentoobbligoCaparra";"ModalitDiPagamentobonifico";"ModalitDiPagamentoassegno";"ModalitDiPagamentocontanti";"DotazioniComunitelefonoUsoComune";"DotazioniComuniricetrasmittente";"DotazioniComunibar";"DotazioniComuniareaBarbecue";"DotazioniComuniareaPicNic";"DotazioniComuniradio";"DotazioniComunisalaSoggiornoLettura";"DotazioniComunilocaleAlimentiEBevande";"DotazioniComuniinternetPointgratis";"DotazioniComuniInternetPointPagam";"DotazioniComuniinternetCavoWiFigratis";"DotazioniComuniCavoWiFipagam";"DotazioniComuniterrazzo";"DotazioniComuniparcheggioRiservato";"DotazioniComunicucinaPerGruppiAutogest";"DotazioniComunistufaALegna";"DotazioniComunistufaAKerosene";"DotazioniComunicaminetto";"DotazioniComunifornellinoElettrico";"DotazioniComuniluceElettrica";"DotazioniComuniacquaCalda";"DotazioniComuniacquaAllesterno";"DotazioniComuniserviziIgeniciAllinterno";"DotazioniComuniserviziIgeniciAllesterno";"DotazioniComuniatterraggioElicottero";"DotazioniComunicassettaProntoSoccorso";"DotazioniDeiBivacchiacquaAllinterno";"DotazioniDeiBivacchiacquaAllesterno";"DotazioniDeiBivacchiserviziIgieniciInterni";"DotazioniDeiBivacchiserviziIgieniciEsterni";"DotazioniDeiBivacchiluceElettrica";"DotazioniDeiBivacchifornellinoElettrico";"DotazioniDeiBivacchirfDotazioniBivacchiCuscini";"DotazioniDeiBivacchirfDotazioniBivacchiCoperte";"DotazioniDelleCamereCameratelenzuola";"DotazioniDelleCamereCameratelenzuolaMonouso";"DotazioniDelleCamereCameratecoperte";"DotazioniDelleCamereCameratecuscini";"DotazioniDelleCamereCameratewc";"DotazioniDelleCamereCameratelavabo";"DotazioniDelleCamereCameratedoccia";"DotazioniDelleCamereCamerateteliSpugna";"ImpiantiSportiviESvagoescursioniNaturalistiche";"ImpiantiSportiviESvagoosservBotanicheENaturalist";"ImpiantiSportiviESvagokayak";"ImpiantiSportiviESvagorafting";"ImpiantiSportiviESvagocicloturismo";"ImpiantiSportiviESvagocanyoning";"ImpiantiSportiviESvagosciDaDiscesa";"ImpiantiSportiviESvagosciDiFondo";"ImpiantiSportiviESvagosciAlpinismo";"ImpiantiSportiviESvagofreeClimbing";"ImpiantiSportiviESvagopalestraRoccia";"ImpiantiSportiviESvagoalpinismo";"ImpiantiSportiviESvagoparapendio";"ImpiantiSportiviESvagospeleologia";"ImpiantiSportiviESvagogiochiDiSociet";"AttrezzatureAlpinistiEscursionisticorde";"AttrezzatureAlpinistiEscursionistimoschettoni";"AttrezzatureAlpinistiEscursionistiimbracature";"AttrezzatureAlpinistiEscursionisticaschetti";"AttrezzatureAlpinistiEscursionistibarelle";"AttrezzatureAlpinistiEscursionistislitteBob";"AttrezzatureAlpinistiEscursionistiramponiGhiaccio";"AttrezzatureAlpinistiEscursionistiracchetteDaNeve";"AttrezzatureAlpinistiEscursionistiattrezzatureSci";"AttrezzatureAlpinistiEscursionistisciDiFondo";"AttrezzatureAlpinistiEscursionistisciDaDiscesa";"AttrezzatureAlpinistiEscursionistisnowboard";"AttrezzatureAlpinistiEscursionistibastonciniPerFitwalking";"AttrezzatureAlpinistiEscursionistiattrezzaturaPerArrampicata";"AttrezzatureAlpinistiEscursionistikitViaFerrata";"AttrezzatureAlpinistiEscursionistimountainbike";"ServiziDisponibiliboxCavalli";"ServiziDisponibilielencoGuideAlpine";"ServiziDisponibilidepositoAttrSportive";"ServiziDisponibililocaleRicoveroBici";"ServiziDisponibilinoleggioBici"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"BACENO";"28861";"655";"COMBI E LANZA";"Localita' Conca Cornera-Val Buscagna";"";"";"0324/";"";"";"";"Bivacco Fisso";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"BOGNANCO";"28842";"980";"SAN BERNARDO";"San Bernardo";"";"1630";"";"";"alrifugiosanbernardo@gmail.com";"";"Rifugio Alpino";"NO";"SI";"SI";"";"10 M";"";"20 KM";"DOMODOSSOLA";"DOMODOSSOLA";"";"";"";"90 km";"MALPENSA";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"4";"";"2";"16";"2";"2";"2";"SI";"SI";"NO";"SI";"2016";"";"";"20";"30";"20";"30";"20";"30";"20";"30";"40";"45";"50";"52";"NO";"SI";"";"";"NO";"SI";"30";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"ANTRONA SCHIERANCO";"28841";"902";"ANTIGINE";"Localita' Antigine";"";"";"0324/ NO";"";"";"";"Bivacco Fisso";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"ANTRONA SCHIERANCO";"28841";"902";"CAMPOSECCO";"Localita' Camposecco";"";"";"0324/  NO";"";"";"";"Bivacco Fisso";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"CREVOLADOSSOLA";"28865";"375";"ANDROMIA";"Alpe Andromia";"";"";"0324/";"";"";"";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"CURSOLO-ORASSO";"28825";"886";"MONTE VECCHIO";"Localita' Orasso";"";"1094";"";"";"";"";"Rifugio non gestito";"NO";"NO";"SI";"45";"";"";"32";"Domodossola";"Domodossola";"40";"A26";"Uscita Villadossola";"130";"Malpensa";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"1";"";"23";"2";"2";"1";"SI";"SI";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"BACENO";"28861";"655";"CAPANNA ENRICO CASTIGLIONI";"Frazione Alpedevero";"";"1640";"0324 619126 - 333 3424904";"";"rifugiocai@alpedevero.it";"www.alpedevero.it";"Rifugio Alpino";"NO";"NO";"SI";"15";"400m";"500m";"30";"Domodossola";"Domodossola";"50";"A26";"Domodossola";"120";"Malpensa";"NO";"";"";"";"";"SI";"SI";"NO";"SI";"NO";"4";"1";"";"35";"4";"4";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"10";"20";"10";"20";"35";"40";"";"";"SI";"NO";"4";"5";"NO";"SI";"50";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Tutti";"Nessuno";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"BEURA-CARDEZZA";"28851";"257";"AMICI DELLA MONTAGNA";"Localita' Alpe Pozzolo";"";"";"0324/";"";"";"";"Bivacco Fisso";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"CRAVEGGIA";"28852";"889";"BAITIN DUL SARACA";"Localita' Bagni Di Craveggia";"";"";"0324/";"";"";"";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"CRAVEGGIA";"28852";"889";"LA STRIA RUSA DAL BLITZ";"Localita' Blitz";"";"1200";"347 0787193";"";"";"";"Rifugio Alpino";"NO";"NO";"SI";"10";"500";"";"10";"S.Maria Maggiore";"S.Maria Maggiore";"80";"A26";"Arona";"120";"Malpensa";"SI";"";"";"";"";"NO";"NO";"NO";"SI";"NO";"2";"";"1";"8";"2";"2";"1";"SI";"SI";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Tutti";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"FORMAZZA";"28863";"1280";"3A";"LOCALITA SABBIONI";"0";"2960";"347 9058659";"";"rifugioclaudioebruno@yahoo.it";"";"Rifugio Alpino";"NO";"NO";"SI";"210";"";"";"40";"Domodossola";"Domodossola";"60";"A26";"Gravellona Toce";"100";"Malpensa";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"6";"6";"";"90";"5";"8";"2";"SI";"SI";"SI";"NO";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"CITTA' DI LUINO";"--";"";"";"0324/";"";"";"";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"EUGENIO SELLA";"--";"";"";"0324/";"";"";"";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"WENGWALD HUTTE";"Localita' Belvedere";"";"1914";"342 1691297";"";"valcot.rifugio@gmail.com";"www.wengwaldhutte.it";"Rifugio Alpino";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"SI";"NO";"NO";"SI";"NO";"";"1";"1";"12";"1";"1";"";"SI";"SI";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Alcuni";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"ZAMBONI ZAPPA";"--";"";"2070";"340 7977167";"";"";"www.rifugiozamboni.com";"Rifugio Alpino";"NO";"NO";"SI";"180";"3800m";"1000m";"50";"Domossola";"Domodossola";"80";"A26";"Arona";"180";"Malpensa";"NO";"";"";"";"";"SI";"NO";"NO";"NO";"NO";"8";"";"4";"36";"4";"12";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"";"";"37";"47";"45";"55";"SI";"NO";"";"";"NO";"SI";"80";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"FORMAZZA";"28863";"1280";"MYRIAM";"Localita' Alpe Balma";"";"2050";"0324 63154 - 339 4046395";"";"info@rifugiomiryam.org";"www.rifugiomiryam.org";"Rifugio Alpino";"NO";"NO";"SI";"120";"6000";"3000";"46";"Domodossola";"Domodossola";"100";"A26";"Arona";"130";"Malpensa";"NO";"";"";"";"";"SI";"SI";"SI";"NO";"NO";"";"6";"2";"49";"5";"8";"2";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"38";"45";"38";"45";"";"";"NO";"SI";"";"";"NO";"SI";"50";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO"
